first_name,last_name,age,email,country,postal_code,favorite_color,gender,birthdate,height,interests,intent,Latitude,Longitude
Jacquenette,Tinline,53,jtinlineb5@bloomberg.com,Australia,1120,green,Female,12/6/1991,197.94,cooking,marriage,-37.713929,144.962411
Noel,Schooley,43,nschooleyb6@jimdo.com,Australia,1043,green,Female,5/30/1999,199.9,cooking,fun,-33.8688197,151.2092955
Lorrayne,Schenfisch,30,lschenfischb7@europa.eu,Australia,1391,blue,Female,11/2/1997,188.68,reading,fun,-33.93274,151.188577
Waverly,Kenvin,59,wkenvinb8@yale.edu,Australia,5889,red,Male,7/12/1985,143.26,hiking,marriage,-34.990888,138.574391
Turner,Yushkov,41,tyushkovb9@foxnews.com,Australia,1181,blue,Male,6/6/1992,170.77,traveling,marriage,-33.7974423,151.2502275
Robena,MacGillicuddy,58,rmacgillicuddyba@indiatimes.com,Australia,7803,red,Female,6/10/1998,196.78,reading,fun,-42.8821377,147.3271949
Nani,Pearne,28,npearnebb@pbs.org,Australia,5889,blue,Female,2/28/1988,151.98,reading,marriage,-34.990888,138.574391
Morley,Testin,74,mtestinbc@bravesites.com,Australia,8383,green,Male,9/10/2005,156.6,hiking,marriage,-37.8136276,144.9630576
Marja,Duggan,52,mdugganbd@nbcnews.com,Australia,1140,green,Female,11/29/1994,197.11,reading,marriage,-27.9424308,153.3970962
Kelbee,Roman,19,kromanbe@edublogs.org,Australia,1171,green,Male,12/25/1986,177.38,reading,marriage,-33.863927,151.201887
Marice,Chene,41,mchenebf@yelp.com,Australia,7803,green,Female,2/2/2005,167.99,hiking,fun,-42.8821377,147.3271949
Odell,Writer,41,owriterbg@msn.com,Australia,1391,blue,Male,7/22/1995,185.01,hiking,fun,-33.93274,151.188577
Judith,Raynton,37,jrayntonbh@godaddy.com,Australia,1109,blue,Female,4/17/1997,164.5,reading,marriage,-37.7204693,144.9629556
Giavani,Kristufek,59,gkristufekbi@dailymotion.com,Australia,1424,red,Male,12/23/1997,150.27,reading,fun,-33.8882671,151.2078465
Mendie,Eagell,36,meagellbj@skype.com,Australia,5869,blue,Male,3/25/2005,165.99,cooking,fun,-34.990888,138.574391
Ashby,Martinuzzi,77,amartinuzzibk@merriam-webster.com,Australia,6817,green,Male,3/30/1989,188.97,cooking,fun,-31.9505269,115.8604572
Flemming,Ranger,28,frangerbl@e-recht24.de,Australia,1140,green,Genderqueer,6/8/2001,145.4,cooking,marriage,-27.9424308,153.3970962
Mechelle,McQuilliam,54,mmcquilliambm@devhub.com,Australia,8045,blue,Agender,4/7/1988,172.96,hiking,marriage,-37.8136276,144.9630576
Berkly,Moukes,31,bmoukesbn@freewebs.com,Australia,1028,green,Male,6/7/1991,171.01,hiking,fun,-34.0349557,151.0998291
Leonanie,Lilburn,74,llilburnbo@mysql.com,Australia,8383,red,Female,2/16/1986,194.9,hiking,marriage,-37.8136276,144.9630576
Templeton,D'Aguanno,74,tdaguannobp@illinois.edu,Australia,1120,red,Male,11/29/2000,187.58,cooking,marriage,-37.713929,144.962411
Freddy,Whiskin,23,fwhiskinbq@slashdot.org,Australia,5874,blue,Male,1/31/1998,170.58,reading,fun,-34.990888,138.574391
Nalani,Rupp,65,nruppbr@topsy.com,Australia,1196,red,Female,10/20/1989,180.88,reading,marriage,-33.7974423,151.2502275
Morley,Gilbee,24,mgilbeebs@ning.com,Australia,5889,red,Male,8/10/2004,152.03,reading,marriage,-34.990888,138.574391
Freddy,Guyers,64,fguyersbt@flickr.com,Australia,1206,blue,Male,12/8/2002,159.76,reading,fun,-37.7071402,144.9611223
Barnabas,Velde,22,bveldebu@amazon.com,Australia,1424,blue,Male,10/8/1992,173.58,traveling,fun,-33.8882671,151.2078465
Darla,Roote,19,drootebv@nih.gov,Australia,6817,blue,Female,7/30/1985,188.83,cooking,fun,-31.9505269,115.8604572
Morrie,Letford,32,mletfordbw@wufoo.com,Australia,7916,red,Male,2/2/1985,189.33,reading,marriage,-41.4332215,147.1440875
Heather,Pirri,70,hpirribx@facebook.com,Australia,1213,green,Female,12/2/2001,184.19,traveling,marriage,-33.8651294,151.2078882
Annetta,McCaster,21,amccasterby@mlb.com,Australia,5869,blue,Bigender,6/26/1998,161.94,reading,fun,-34.990888,138.574391
Natty,Parlatt,22,nparlattbz@ucoz.com,Australia,1315,blue,Female,5/23/1990,149.95,traveling,marriage,-38.043127,145.297768
Tessa,Pidon,83,tpidonc0@youtube.com,Australia,1130,green,Female,7/7/2001,182.87,hiking,fun,-33.8989712,151.2149792
Jo-anne,Lyosik,80,jlyosikc1@spiegel.de,Australia,1206,green,Female,10/2/2005,170.01,traveling,fun,-37.7071402,144.9611223
Tully,Anthon,28,tanthonc2@smugmug.com,Australia,1191,green,Male,2/20/1985,146.23,hiking,fun,-33.7974423,151.2502275
Lana,Bretherton,83,lbrethertonc3@printfriendly.com,Australia,5874,blue,Female,1/12/2000,149.08,cooking,fun,-34.990888,138.574391
Joni,Mathew,79,jmathewc4@mozilla.com,Australia,8045,red,Female,4/3/2004,192.35,hiking,fun,-37.8136276,144.9630576
Orbadiah,Forte,63,ofortec5@mapy.cz,Australia,1235,blue,Male,5/21/1992,153.64,reading,fun,-33.8688197,151.2092955
Ashely,Parres,30,aparresc6@msu.edu,Australia,1424,red,Female,2/11/2003,162.7,reading,fun,-33.8882671,151.2078465
Silvain,Badham,52,sbadhamc7@spiegel.de,Australia,1161,blue,Male,7/25/1991,154.96,hiking,marriage,-33.7974423,151.2502275
Mareah,Van Brug,63,mvanbrugc8@google.es,Australia,1206,red,Female,1/17/1998,145.85,reading,marriage,-37.7071402,144.9611223
Staford,Fordy,33,sfordyc9@nydailynews.com,Australia,1391,red,Male,4/30/1991,171.75,cooking,marriage,-33.93274,151.188577
Reuben,Crother,53,rcrotherca@acquirethisname.com,Australia,1391,blue,Male,11/18/1992,156.55,reading,fun,-33.93274,151.188577
Ruby,MacKaig,32,rmackaigcb@jimdo.com,Australia,6843,red,Male,5/1/1988,172.64,reading,marriage,-31.9478653,115.8693718
Ceciley,Coleshill,38,ccoleshillcc@pen.io,Australia,1033,blue,Female,9/4/2005,168.02,reading,marriage,-33.8688197,151.2092955
Katrine,Robuchon,72,krobuchoncd@purevolume.com,Australia,1235,blue,Female,11/23/2004,145.06,hiking,fun,-33.8688197,151.2092955
Bridget,Ormshaw,50,bormshawce@google.cn,Australia,1033,green,Female,6/20/1998,165.66,traveling,marriage,-33.8688197,151.2092955
Ambrosio,Kroger,65,akrogercf@spotify.com,Australia,1140,green,Male,4/13/1997,156.44,hiking,marriage,-27.9424308,153.3970962
Lanita,Hindshaw,82,lhindshawcg@mozilla.org,Australia,1213,blue,Female,2/28/1988,172.45,traveling,marriage,-33.8651294,151.2078882
Karrah,Arlett,58,karlettch@live.com,Australia,1235,red,Female,8/10/2001,166.26,reading,marriage,-33.8688197,151.2092955
Brian,Porteous,21,bporteousci@theguardian.com,Australia,1315,blue,Male,10/29/1994,193.85,traveling,marriage,-38.043127,145.297768
Allen,Kiebes,22,akiebescj@omniture.com,Australia,7916,red,Male,12/24/1991,160.56,reading,fun,-41.4332215,147.1440875
Allard,Domeny,83,adomenyck@mozilla.org,Australia,6817,red,Male,12/19/2002,162.32,hiking,fun,-31.9505269,115.8604572
Laraine,Portwaine,59,lportwainecl@google.com.br,Australia,5899,blue,Female,6/21/1998,175.12,reading,marriage,-34.990888,138.574391
Marni,Bremmer,25,mbremmercm@timesonline.co.uk,Australia,5899,blue,Female,5/14/1990,185.06,traveling,marriage,-34.990888,138.574391
Amery,Hardy-Piggin,61,ahardypiggincn@macromedia.com,Australia,1325,green,Male,8/20/1986,165.15,reading,marriage,-33.93274,151.188577
Mohandas,Egdal,61,megdalco@mysql.com,Australia,1161,red,Bigender,12/5/1992,172.99,cooking,fun,-33.7974423,151.2502275
Giovanni,Eaglestone,54,geaglestonecp@bluehost.com,Australia,1134,red,Genderfluid,1/29/1998,153.47,reading,fun,-33.7974423,151.2502275
Julieta,Easthope,78,jeasthopecq@is.gd,Australia,1181,red,Female,4/11/1996,178.86,reading,fun,-33.7974423,151.2502275
Orin,Lonie,29,oloniecr@upenn.edu,Australia,1140,green,Male,3/17/1987,150.91,reading,fun,-27.9424308,153.3970962
Bride,Aucock,57,baucockcs@sourceforge.net,Australia,1140,blue,Female,11/5/1986,180.42,cooking,marriage,-27.9424308,153.3970962
Bailie,Frean,19,bfreanct@newsvine.com,Australia,1043,blue,Male,7/22/1989,140.52,traveling,fun,-33.8688197,151.2092955
Erv,Beviss,60,ebevisscu@webnode.com,Australia,1009,blue,Male,8/26/2002,194.2,traveling,fun,-37.7236851,144.9633285
Payton,Langrick,38,plangrickcv@about.me,Australia,1391,blue,Male,6/26/1999,163.93,cooking,marriage,-33.93274,151.188577
Bennett,Sprott,62,bsprottcw@telegraph.co.uk,Australia,7808,blue,Male,6/16/1994,145.37,traveling,fun,-42.8821377,147.3271949
Taber,Bendel,64,tbendelcx@ycombinator.com,Australia,6843,red,Male,2/5/2003,179.25,reading,marriage,-31.9478653,115.8693718
Hesther,Small,73,hsmallcy@cbc.ca,Australia,1140,blue,Female,4/27/2000,185.84,traveling,marriage,-27.9424308,153.3970962
Hank,Bosanko,45,hbosankocz@huffingtonpost.com,Australia,1235,blue,Male,8/20/1990,169.08,cooking,fun,-33.8688197,151.2092955
Lem,Fendlen,73,lfendlend0@free.fr,Australia,1191,red,Male,6/12/1990,161.14,hiking,fun,-33.7974423,151.2502275
Jonathan,Rycroft,74,jrycroftd1@about.com,Australia,1120,blue,Male,9/6/2000,154.42,hiking,marriage,-37.713929,144.962411
Frazier,Orans,35,foransd2@upenn.edu,Australia,9010,red,Male,3/6/2005,191.91,reading,fun,-27.4697707,153.0251235
Gale,Felgat,20,gfelgatd3@cbsnews.com,Australia,1694,blue,Female,6/4/1985,146.16,reading,marriage,-34.8352742,138.596204
Libby,Galer,63,lgalerd4@slashdot.org,Australia,1140,green,Polygender,9/15/1996,154.26,cooking,fun,-27.9424308,153.3970962
Arlan,Wands,47,awandsd5@arstechnica.com,Australia,9010,blue,Male,8/24/1999,180.06,hiking,marriage,-27.4697707,153.0251235
Madelene,Gatchel,55,mgatcheld6@nasa.gov,Australia,1161,blue,Female,1/24/1986,160.9,traveling,marriage,-33.7974423,151.2502275
Maddalena,Capponer,54,mcapponerd7@photobucket.com,Australia,1191,red,Genderqueer,9/14/1989,196.24,traveling,marriage,-33.7974423,151.2502275
Gordie,Moubray,41,gmoubrayd8@cmu.edu,Australia,1140,blue,Male,12/29/2003,149.28,cooking,fun,-27.9424308,153.3970962
Joell,Tiddy,72,jtiddyd9@symantec.com,Australia,1130,green,Female,3/23/2002,191.26,reading,fun,-33.8989712,151.2149792
Regina,Prando,45,rprandoda@skype.com,Australia,1028,blue,Female,4/2/1985,163.24,reading,marriage,-34.0349557,151.0998291
Dane,Lindop,67,dlindopdb@edublogs.org,Australia,6843,red,Male,4/17/1998,155.02,traveling,fun,-31.9478653,115.8693718
Tuckie,McAvey,33,tmcaveydc@dot.gov,Australia,1181,red,Male,8/22/1995,151.28,reading,marriage,-33.7974423,151.2502275
Sela,Boggers,69,sboggersdd@google.com.hk,Australia,8383,red,Female,11/2/1999,148.94,reading,fun,-37.8136276,144.9630576
Zorana,O'Regan,46,zoregande@fastcompany.com,Australia,1325,blue,Female,5/23/1985,155.05,hiking,fun,-33.93274,151.188577
Tannie,Leyrroyd,49,tleyrroyddf@howstuffworks.com,Australia,5899,green,Male,3/13/2001,178.08,reading,fun,-34.990888,138.574391
Ringo,Buddington,58,rbuddingtondg@icq.com,Australia,8045,red,Male,2/25/2000,148.49,reading,fun,-37.8136276,144.9630576
Jeniffer,De Laspee,35,jdelaspeedh@g.co,Australia,1134,green,Female,8/11/2003,172.95,hiking,fun,-33.7974423,151.2502275
Karlis,Rodrigo,35,krodrigodi@ehow.com,Australia,1694,green,Male,6/12/1990,184.65,cooking,marriage,-34.8352742,138.596204
Rania,Smewing,23,rsmewingdj@netlog.com,Australia,1196,red,Female,10/21/1990,169.78,cooking,fun,-33.7974423,151.2502275
Yvonne,Tooker,47,ytookerdk@virginia.edu,Australia,6843,green,Female,2/24/1995,199.2,cooking,marriage,-31.9478653,115.8693718
Rivkah,Carruthers,49,rcarruthersdl@blog.com,Australia,1213,blue,Female,11/20/1990,157.79,cooking,fun,-33.8651294,151.2078882
Brinn,Thompsett,25,bthompsettdm@livejournal.com,Australia,1120,red,Female,7/30/1993,181.06,traveling,marriage,-37.713929,144.962411
Myrwyn,Fruish,84,mfruishdn@altervista.org,Australia,1213,blue,Male,3/23/1998,141.38,cooking,fun,-33.8651294,151.2078882
Greg,Orrobin,47,gorrobindo@shareasale.com,Australia,7916,green,Male,11/20/1987,187.67,reading,marriage,-41.4332215,147.1440875
Torr,Dommerque,43,tdommerquedp@1688.com,Australia,9010,red,Male,11/26/1993,157.08,reading,marriage,-27.4697707,153.0251235
Eve,Dark,32,edarkdq@hibu.com,Australia,5874,blue,Female,11/25/1999,141.8,traveling,fun,-34.990888,138.574391
Zack,Haseldine,58,zhaseldinedr@europa.eu,Australia,1235,blue,Bigender,6/26/1993,187.59,traveling,fun,-33.8688197,151.2092955
Katheryn,Josling,23,kjoslingds@surveymonkey.com,Australia,7803,blue,Female,12/4/1997,163.25,hiking,marriage,-42.8821377,147.3271949
Lethia,Solomonides,53,lsolomonidesdt@time.com,Australia,1191,blue,Non-binary,8/20/2000,173.87,cooking,fun,-33.7974423,151.2502275
Sileas,Halgarth,82,shalgarthdu@fema.gov,Australia,7808,blue,Female,2/10/1987,150.74,reading,marriage,-42.8821377,147.3271949
Sibyl,Marquese,56,smarquesedv@jugem.jp,Australia,1120,green,Female,2/22/1988,185.09,cooking,fun,-37.713929,144.962411
Lindsey,Newlands,52,lnewlandsdw@cisco.com,Australia,9010,green,Female,11/3/2004,162.54,reading,fun,-27.4697707,153.0251235
Zollie,Raise,83,zraisedx@wikispaces.com,Australia,1033,blue,Male,5/22/1996,172.29,cooking,fun,-33.8688197,151.2092955
Matt,Mecco,71,mmeccody@wired.com,Australia,1120,blue,Male,7/12/1999,145.38,hiking,marriage,-37.713929,144.962411
Chalmers,Horsefield,31,chorsefielddz@opensource.org,Australia,1424,blue,Male,1/12/2004,195.7,reading,marriage,-33.8882671,151.2078465
Woody,Rawsthorn,60,wrawsthorne0@youtube.com,Australia,8045,blue,Male,8/1/1988,175.67,hiking,marriage,-37.8136276,144.9630576
Jess,Frear,44,jfreare1@cdc.gov,Australia,1033,blue,Male,7/6/1997,176.41,reading,fun,-33.8688197,151.2092955
Silvester,Garoghan,85,sgaroghane2@unc.edu,Australia,1109,blue,Non-binary,5/10/2003,177.41,reading,marriage,-37.7204693,144.9629556
Rosco,De Malchar,46,rdemalchare3@cnet.com,Australia,1235,green,Male,6/15/2003,164.55,reading,fun,-33.8688197,151.2092955
Carly,Rihosek,56,crihoseke4@g.co,Australia,7904,green,Polygender,2/14/1997,185.95,cooking,marriage,-41.4332215,147.1440875
Barris,Pessold,26,bpessolde5@ucsd.edu,Australia,5839,red,Male,12/3/2000,141.32,reading,marriage,-34.9284989,138.6007456
Susy,Kruszelnicki,85,skruszelnickie6@npr.org,Australia,1043,blue,Female,5/5/2003,140.38,reading,marriage,-33.8688197,151.2092955
Perceval,Halton,56,phaltone7@flavors.me,Australia,5899,blue,Polygender,12/15/2000,141.8,traveling,marriage,-34.990888,138.574391
Jenny,Splain,25,jsplaine8@dailymotion.com,Australia,1130,red,Female,5/29/1994,158.1,traveling,marriage,-33.8989712,151.2149792
Gayleen,Surman-Wells,46,gsurmanwellse9@eventbrite.com,Australia,8383,green,Female,6/28/1996,192.34,reading,marriage,-37.8136276,144.9630576
Wynny,Bazire,84,wbazireea@mysql.com,Australia,1206,green,Female,5/28/2002,143.68,cooking,fun,-37.7071402,144.9611223
Cosimo,Staining,56,cstainingeb@shareasale.com,Australia,1315,green,Male,8/31/2001,185.35,hiking,fun,-38.043127,145.297768
Evyn,Crix,68,ecrixec@yahoo.com,Australia,1130,blue,Male,6/13/2004,181.94,hiking,marriage,-33.8989712,151.2149792
Hazlett,Darrington,61,hdarringtoned@themeforest.net,Australia,1325,red,Male,11/27/2003,174.39,reading,fun,-33.93274,151.188577
Katharina,Althorpe,73,kalthorpeee@bbc.co.uk,Australia,1171,green,Genderqueer,10/28/1992,153.4,cooking,marriage,-33.863927,151.201887
Kristo,Scanlon,80,kscanlonef@statcounter.com,Australia,1424,red,Male,2/16/1993,163.62,traveling,marriage,-33.8882671,151.2078465
Dorisa,Loreit,45,dloreiteg@geocities.com,Australia,1161,blue,Female,1/16/1998,181.14,reading,fun,-33.7974423,151.2502275
Jennie,Quoit,79,jquoiteh@newyorker.com,Australia,7916,blue,Female,7/16/1987,151.4,cooking,fun,-41.4332215,147.1440875
Jeana,Gent,54,jgentei@answers.com,Australia,1694,blue,Female,7/10/1987,193.59,reading,marriage,-34.8352742,138.596204
Mendy,Storck,77,mstorckej@upenn.edu,Australia,5869,red,Male,1/7/1988,157.27,cooking,marriage,-34.990888,138.574391
Kerrin,Kynder,32,kkynderek@scientificamerican.com,Australia,1424,red,Female,2/14/1997,175.67,cooking,fun,-33.8882671,151.2078465
Thorvald,Ratlee,19,tratleeel@house.gov,Australia,1213,red,Male,7/25/2001,177.66,reading,fun,-33.8651294,151.2078882
Jilleen,Kimmerling,64,jkimmerlingem@4shared.com,Australia,1206,blue,Agender,5/13/1990,144.66,hiking,fun,-37.7071402,144.9611223
Karrah,Djuricic,72,kdjuricicen@msn.com,Australia,1028,blue,Female,7/6/1998,180.33,cooking,marriage,-34.0349557,151.0998291
Nerti,Le Blond,60,nleblondeo@blinklist.com,Australia,1196,blue,Female,8/26/1991,189.46,reading,fun,-33.7974423,151.2502275
Minnie,Pesic,53,mpesicep@prnewswire.com,Australia,1325,green,Female,4/11/1994,177.02,hiking,marriage,-33.93274,151.188577
Bryn,Giottoi,78,bgiottoieq@acquirethisname.com,Australia,1424,red,Female,9/28/1990,184.79,cooking,fun,-33.8882671,151.2078465
Gardiner,Drayton,62,gdraytoner@latimes.com,Australia,1171,red,Male,3/8/1997,174.3,traveling,marriage,-33.863927,151.201887
Cristen,Jorge,69,cjorgees@boston.com,Australia,1315,red,Non-binary,11/24/2002,173.75,traveling,marriage,-38.043127,145.297768
Melanie,Goldin,30,mgoldinet@wisc.edu,Australia,1181,green,Female,9/17/2003,151.16,traveling,marriage,-33.7974423,151.2502275
Penny,Cawdron,79,pcawdroneu@google.nl,Australia,7803,green,Genderqueer,11/25/1990,167.7,traveling,marriage,-42.8821377,147.3271949
Rudolf,Apdell,78,rapdellev@cdbaby.com,Australia,7808,blue,Male,12/10/2000,196.81,cooking,marriage,-42.8821377,147.3271949
Ninetta,Buttler,19,nbuttlerew@blogs.com,Australia,1191,red,Female,12/10/1988,184.69,reading,fun,-33.7974423,151.2502275
Hilario,Sant,49,hsantex@de.vu,Australia,1161,red,Male,4/14/1985,163.96,reading,marriage,-33.7974423,151.2502275
Gaylord,Woolveridge,59,gwoolveridgeey@ezinearticles.com,Australia,6817,red,Male,8/8/1999,192.57,hiking,marriage,-31.9505269,115.8604572
Merl,Stobbes,47,mstobbesez@ucoz.ru,Australia,1694,green,Female,7/19/1993,181.7,cooking,fun,-34.8352742,138.596204
Tatum,Cowup,61,tcowupf0@oracle.com,Australia,5899,red,Female,9/17/1986,164.41,reading,marriage,-34.990888,138.574391
Ozzy,Wilcocks,82,owilcocksf1@networkadvertising.org,Australia,6843,green,Male,11/10/1993,183.79,cooking,fun,-31.9478653,115.8693718
Alfreda,Ubee,58,aubeef2@devhub.com,Australia,1206,green,Female,4/15/1987,194.27,reading,fun,-37.7071402,144.9611223
Rusty,Janicijevic,84,rjanicijevicf3@4shared.com,Australia,1130,green,Male,5/2/1990,142.53,reading,fun,-33.8989712,151.2149792
Minna,Oldham,72,moldhamf4@mapy.cz,Australia,6843,red,Female,9/9/1998,144.05,reading,marriage,-31.9478653,115.8693718
Ceil,Charlson,50,ccharlsonf5@cnbc.com,Australia,1134,blue,Female,12/28/1986,153.56,traveling,fun,-33.7974423,151.2502275
Wyn,Rennocks,76,wrennocksf6@sciencedaily.com,Australia,1206,red,Male,4/11/1986,181.65,reading,marriage,-37.7071402,144.9611223
Freddie,Scarsbrooke,56,fscarsbrookef7@cbslocal.com,Australia,5899,red,Male,1/22/1989,161.78,hiking,fun,-34.990888,138.574391
Jannelle,Demange,31,jdemangef8@paypal.com,Australia,1130,red,Female,11/4/1987,179.78,hiking,fun,-33.8989712,151.2149792
Ashia,Larvent,62,alarventf9@jugem.jp,Australia,1315,blue,Female,2/3/2002,187.64,reading,fun,-38.043127,145.297768
Melloney,Twelvetree,82,mtwelvetreefa@huffingtonpost.com,Australia,1424,green,Female,2/4/1996,184.2,hiking,fun,-33.8882671,151.2078465
Major,Mattiassi,74,mmattiassifb@time.com,Australia,1109,red,Male,12/12/2002,169.56,traveling,marriage,-37.7204693,144.9629556
Ado,Faircley,62,afaircleyfc@nature.com,Australia,9010,blue,Male,12/14/1994,174.99,traveling,marriage,-27.4697707,153.0251235
Hubie,Oakland,30,hoaklandfd@dot.gov,Australia,9010,red,Male,5/10/1989,178.23,reading,fun,-27.4697707,153.0251235
Shalna,Arendt,43,sarendtfe@linkedin.com,Australia,6843,green,Female,11/17/1985,168.61,reading,fun,-31.9478653,115.8693718
Noellyn,Warbrick,39,nwarbrickff@wikispaces.com,Australia,7803,green,Female,7/20/1994,158.01,hiking,fun,-42.8821377,147.3271949
Cory,Pook,73,cpookfg@skyrock.com,Australia,1206,red,Female,10/12/1988,148.06,reading,marriage,-37.7071402,144.9611223
Jennine,Brumfitt,42,jbrumfittfh@squidoo.com,Australia,1130,blue,Female,12/13/1997,165.6,reading,marriage,-33.8989712,151.2149792
Westleigh,Winspare,56,wwinsparefi@mysql.com,Australia,1196,red,Male,2/5/2000,149.55,reading,fun,-33.7974423,151.2502275
Sharlene,Syce,85,ssycefj@biblegateway.com,Australia,9010,blue,Female,6/17/1990,186.22,reading,marriage,-27.4697707,153.0251235
Kandy,Kee,43,kkeefk@free.fr,Australia,6817,red,Female,1/20/1988,152.86,reading,marriage,-31.9505269,115.8604572
Meyer,Scouller,59,mscoullerfl@ox.ac.uk,Australia,7803,blue,Male,12/8/2005,143.15,traveling,fun,-42.8821377,147.3271949
Ezechiel,Dowry,57,edowryfm@reuters.com,Australia,1235,red,Male,12/14/2003,160.53,traveling,marriage,-33.8688197,151.2092955
Aube,Stabbins,21,astabbinsfn@ovh.net,Australia,1196,blue,Male,9/6/1990,152.17,reading,fun,-33.7974423,151.2502275
Garald,McKeney,21,gmckeneyfo@pinterest.com,Australia,1033,red,Male,12/1/1996,177.41,hiking,marriage,-33.8688197,151.2092955
Inez,Slocomb,60,islocombfp@usa.gov,Australia,1140,red,Genderqueer,8/23/2004,175.48,reading,marriage,-27.9424308,153.3970962
Dimitri,Lovick,77,dlovickfq@pen.io,Australia,1161,green,Male,9/16/1989,184.51,hiking,marriage,-33.7974423,151.2502275
Corissa,Alpin,31,calpinfr@nationalgeographic.com,Australia,5839,blue,Female,1/23/1993,188.83,traveling,fun,-34.9284989,138.6007456
Linn,Clewarth,73,lclewarthfs@wunderground.com,Australia,1130,red,Female,11/19/1995,198.44,cooking,marriage,-33.8989712,151.2149792
Dulcy,Cobbledick,75,dcobbledickft@springer.com,Australia,1424,green,Female,7/28/1993,168.51,traveling,marriage,-33.8882671,151.2078465
Ashlie,Feaveer,55,afeaveerfu@seattletimes.com,Australia,1315,blue,Female,8/10/2004,163.77,reading,fun,-38.043127,145.297768
Jacquetta,Behrens,41,jbehrensfv@berkeley.edu,Australia,1130,green,Female,12/29/1988,176.0,reading,fun,-33.8989712,151.2149792
Renee,Guilloton,32,rguillotonfw@creativecommons.org,Australia,5869,green,Agender,4/10/1985,166.62,cooking,marriage,-34.990888,138.574391
Giffer,Hully,56,ghullyfx@gravatar.com,Australia,1213,green,Male,12/29/1994,163.1,reading,marriage,-33.8651294,151.2078882
Tommy,Crystal,63,tcrystalfy@unc.edu,Australia,1325,blue,Male,8/5/1999,191.12,reading,marriage,-33.93274,151.188577
Paul,Adame,84,padamefz@seattletimes.com,Australia,5839,red,Male,6/30/1994,160.87,reading,fun,-34.9284989,138.6007456
Roldan,Thickin,26,rthicking0@time.com,Australia,1109,green,Male,6/15/2003,150.19,traveling,marriage,-37.7204693,144.9629556
Catina,Morse,54,cmorseg1@wix.com,Australia,7808,red,Female,5/3/1993,176.42,cooking,marriage,-42.8821377,147.3271949
Jaquenetta,Hartshorne,45,jhartshorneg2@narod.ru,Australia,1033,red,Female,4/27/2003,167.69,cooking,marriage,-33.8688197,151.2092955
Taite,Jickells,72,tjickellsg3@tinyurl.com,Australia,1120,blue,Male,10/30/1999,167.9,hiking,marriage,-37.713929,144.962411
Brook,Walkowski,23,bwalkowskig4@blogtalkradio.com,Australia,1213,blue,Female,4/8/1997,164.65,traveling,marriage,-33.8651294,151.2078882
Edlin,Gentile,81,egentileg5@about.com,Australia,8383,green,Male,1/1/2005,189.2,cooking,fun,-37.8136276,144.9630576
Etan,Wolffers,20,ewolffersg6@gizmodo.com,Australia,5899,blue,Genderqueer,6/24/2004,171.84,traveling,fun,-34.990888,138.574391
Lemar,Vasyunichev,83,lvasyunichevg7@sohu.com,Australia,1140,green,Male,11/18/2000,162.73,reading,marriage,-27.9424308,153.3970962
Graig,McClaughlin,46,gmcclaughling8@gmpg.org,Australia,1213,green,Male,1/2/2004,188.67,reading,marriage,-33.8651294,151.2078882
Cilka,Barfoot,71,cbarfootg9@amazonaws.com,Australia,1315,red,Female,1/28/2002,169.02,reading,marriage,-38.043127,145.297768
Purcell,Janauschek,56,pjanauschekga@thetimes.co.uk,Australia,5899,blue,Bigender,12/8/1989,174.11,traveling,fun,-34.990888,138.574391
Kamilah,Choppen,80,kchoppengb@cmu.edu,Australia,1028,blue,Female,7/23/2001,149.08,hiking,marriage,-34.0349557,151.0998291
Findlay,Borley,63,fborleygc@tripadvisor.com,Australia,1694,red,Male,5/14/1985,167.77,cooking,fun,-34.8352742,138.596204
Emlyn,Boxill,32,eboxillgd@foxnews.com,Australia,5839,green,Female,10/7/1996,187.52,reading,marriage,-34.9284989,138.6007456
Maggie,Warrington,25,mwarringtonge@themeforest.net,Australia,1109,green,Female,2/19/2001,179.84,cooking,marriage,-37.7204693,144.9629556
Dina,Redsall,42,dredsallgf@mysql.com,Australia,1235,blue,Female,7/27/1998,162.23,reading,marriage,-33.8688197,151.2092955
Brandy,Fansy,22,bfansygg@businesswire.com,Australia,1120,blue,Female,12/2/1986,152.74,cooking,marriage,-37.713929,144.962411
Shem,Hynard,58,shynardgh@wsj.com,Australia,1191,blue,Male,8/25/2003,185.75,cooking,fun,-33.7974423,151.2502275
Franky,Ossulton,37,fossultongi@nymag.com,Australia,7916,green,Polygender,5/16/2004,140.99,cooking,marriage,-41.4332215,147.1440875
Nerissa,Yacobsohn,81,nyacobsohngj@ebay.com,Australia,5899,blue,Female,8/5/1990,190.13,cooking,fun,-34.990888,138.574391
Rachelle,Magrannell,53,rmagrannellgk@51.la,Australia,1120,red,Female,4/15/1994,178.76,reading,marriage,-37.713929,144.962411
Marijn,Belham,32,mbelhamgl@rediff.com,Australia,1171,green,Male,3/21/1991,175.21,traveling,fun,-33.863927,151.201887
Berne,O'Neary,34,bonearygm@newyorker.com,Australia,1043,red,Male,3/30/1991,143.46,reading,marriage,-33.8688197,151.2092955
Billy,Carnier,44,bcarniergn@nifty.com,Australia,1206,red,Female,9/26/1985,174.32,reading,fun,-37.7071402,144.9611223
Von,Flecknoe,24,vflecknoego@seesaa.net,Australia,1140,blue,Male,9/21/2003,157.51,reading,marriage,-27.9424308,153.3970962
